Agent Name,Address,District,City,Latitude,Longitude
S T TELECOM AND ELECTRONICS,মোড়লগঞ্জ- খুলনা- বাংলাদেশ,মোড়লগঞ্জ,মোড়লগঞ্জ,22.45358,89.85153
Bishwas Medical Hall,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
M/S Afroza Pharmacy,Ramchandrapur- মোড়লগঞ্জ- বাংলাদেশ,রামচন্দ্রপুর,মোড়লগঞ্জ,22.4645,89.91817
M/S Choyan Store,Robindronath Sarak- মংলা- বাংলাদেশ,মংলা,মংলা,22.46981,89.64699
Zamil Telecom,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Min Bostraloy,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Rasel Telecom 2,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Sheikh Store,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
M/S Lucky Pharmacy,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Five Star Cosmetics And Gift House,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
O K Electronics,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Lison Varieties Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
M/S Gagi Monohari Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Tamim Store Khokon,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
Madina Telecom,Digraj- মংলা- বাংলাদেশ,দিগরাজ,মংলা,22.53288,89.59026
M/S MEGA ENTERPRISE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Marry Enterprise,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Chowdhury Mobile Fair,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
Bagerhat Stationery,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
NESARABAD ENETRPRISE,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Alamin Enterprise,কচুয়া- খুলনা- বাংলাদেশ,কচুয়া,কচুয়া,22.6493,89.8806
Babul Marine And Machinery Store,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Shikdar Enterprise,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Farage Telecom,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
KHATA GHAR,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
NADIM STORE,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Imran Electric,Badhal- লোহাগারা- বাংলাদেশ,বাদাল,লোহাগারা,23.22548,89.55493
Das Medical,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
M/S RENA ENTERPRISE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Akon Fashion House And Garments,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
MURAD TELECOM,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
SOMOI TELECOM LTD,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
OPU TELECOM,Garfa- মোল্লাহাট- বাংলাদেশ,গারফা,মোল্লাহাট,22.91491,89.80336
Rubel Telecom And Computers,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
Asif Art And Telecom,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
RABBI TELECOM AND GENERAL STORE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Rubel Decorator And Stodio,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Afzal Telecom,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
Mostofa Store,মোড়েলগঞ্জ- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,মোড়েলগঞ্জ,মোড়লগঞ্জ,22.45366,89.84988
Risan Telecom,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
SUMON TELECOM,Mithakhali- মংলা- বাংলাদেশ,মীতাখালী,মংলা,22.46764,89.66756
Rubi Telecom,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
Adarsha Library,Garfa- মোল্লাহাট- বাংলাদেশ,গারফা,মোল্লাহাট,22.91491,89.80336
Mustakim Telecom And Studio,Saera- বাগেরহাট সদর- বাংলাদেশ,সায়েরা,বাগেরহাট সদর,22.67362,89.73559
TUHIN VARIETIES STORE,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Laboni Pharmacy And Telecom,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
M/S Bahari Traders,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Faruk Recharge Gar,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Baby And Moms Collection,শরনখোলা- স্বরণখোলা- খুলনা- বাংলাদেশ,শরনখোলা,স্বরণখোলা,22.31219,89.85099
MASUD ENTERPRISE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
MAA TELECOM,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Mobile Corner 1,College Road- ফকিরহাট- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77282,89.71226
MEGHLA TELECOM,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Brother Service,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
TUHIN VARIETIES STORE,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
RIYAD TELECOM,Dak Banglor More- ফকিরহাট- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77397,89.7115
SHOMIR TRADERS,ফকিরহাট- খুলনা- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77442,89.71553
Shaon Telecom,Madrasa Road- মংলা- বাংলাদেশ,মংলা,মংলা,22.47191,89.60435
Halal Chitalmari Bd,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
M/S Islam Medical Hall,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Company Store,Chandpai- মংলা- বাংলাদেশ,চন্দ্রপাই,মংলা,22.49521,89.64367
NEW DIGITAL CORNER,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
M/S Rabbi Transport Agency,Piljanga- ফকিরহাট- বাংলাদেশ,পিলগঞ্জ,ফকিরহাট,22.72498,89.66153
M/S Paru Medico,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Classic Mobile Zone,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
ALLAHAR DAN TRADERS,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
M/S RUKAIYA MEDICAL HALL,ফকিরহাট- খুলনা- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77442,89.71553
MILTAN COMPUTER AND DIGITAL STUDIO,ফকিরহাট- খুলনা- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77442,89.71553
Sagor Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
M/S Apurbo Store,Shekh Aa High Sarak- মংলা- বাংলাদেশ,মংলা,মংলা,22.47191,89.60435
Master Enterprise,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
R M Rana Telecom-2,Shekh Aa High Sarak- মংলা- বাংলাদেশ,মংলা,মংলা,22.47191,89.60435
Mollic Store,Putikhali- মোড়লগঞ্জ- বাংলাদেশ,পুটিখালী,মোড়লগঞ্জ,22.53495,89.86802
HARUN TELECOM,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
M/S Urmi Store,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
SAGOR STORE,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Ma Telecom,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
M/S Vai Vai Store,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
S S Telecom,মোড়লগঞ্জ- খুলনা- বাংলাদেশ,মোড়লগঞ্জ,মোড়লগঞ্জ,22.45358,89.85153
Kutub Telecom,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
M/S Srijon Medical Hall,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
SUDHANNA TELECOM,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
Ariyan Enterprise,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Ma Enterprise,শরনখোলা- স্বরণখোলা- খুলনা- বাংলাদেশ,শরনখোলা,স্বরণখোলা,22.31219,89.85099
TARAFDER TRADERS,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Gazi Telecom,Debraj- মোড়লগঞ্জ- বাংলাদেশ,দেবরাজ,মোড়লগঞ্জ,22.53729,89.77555
New Music Vision,College Road- বাগেরহাট সদর- বাংলাদেশ,শিয়ালকাঠি,বাগেরহাট সদর,22.70262,89.84244
VAI VAI STORE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
